#"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"
390000	-741.7551164958825	289.8886239861826	1.49e+03	112.59437775611877
391000	-737.4690124107588	280.6946841091491	1.49e+03	112.89346361160278
392000	-731.1054371274755	264.0966114114029	1.49e+03	113.19031071662903
393000	-764.2739627168401	285.8418023109633	1.49e+03	113.48057532310486
394000	-749.47359321482	268.4818231073136	1.49e+03	113.7711033821106
395000	-747.4697813181847	266.55555926241124	1.49e+03	114.0617835521698
396000	-762.99522968565	285.5815971302784	1.49e+03	114.35365271568298
397000	-756.7241526313337	292.93582780405154	1.49e+03	114.64384388923645
398000	-757.4034768619239	293.41608094762665	1.49e+03	114.93675136566162
399000	-766.3657429063597	297.0556891099491	1.49e+03	115.22655487060547
400000	-744.7840501986346	279.5525103715335	1.49e+03	115.51421213150024
401000	-728.8232676184255	282.36722219615683	1.49e+03	115.79844737052917
402000	-734.8918150969014	282.59540921043816	1.49e+03	116.08191633224487
403000	-751.2804410371789	289.308281456282	1.49e+03	116.36119079589844
404000	-778.5890607347345	312.0545164686105	1.49e+03	116.6414544582367
405000	-740.2168662852264	281.53328652248723	1.49e+03	116.91892075538635
406000	-736.2714251729706	283.78135294966296	1.49e+03	117.19406390190125
407000	-706.0266569388286	257.13212694761353	1.49e+03	117.46827507019043
408000	-743.105122411596	278.1672222502931	1.49e+03	117.74169921875
409000	-750.4500800789189	273.658959897422	1.49e+03	118.01645159721375
410000	-731.8294783077712	260.12171528571986	1.49e+03	118.2928614616394
411000	-717.6970732391624	259.1472685145211	1.49e+03	118.57371735572815
412000	-732.294134276476	270.96740896270717	1.49e+03	118.85999727249146
413000	-748.3072278695822	287.7882666649183	1.49e+03	119.14467930793762
414000	-764.2039281406477	292.86100250936454	1.49e+03	119.42996048927307
415000	-748.8008201180102	270.210937988527	1.49e+03	119.71431684494019
416000	-732.5694434302669	256.56822406293367	1.49e+03	120.0003752708435
417000	-754.5092792574967	287.88305516209783	1.49e+03	120.28593635559082
418000	-764.0030907631972	300.20801961265585	1.49e+03	120.57482075691223
419000	-795.8183683265271	327.6351216923392	1.49e+03	120.86464166641235
420000	-722.988807338722	251.31078982096878	1.49e+03	121.15648221969604
421000	-769.2890642501261	295.43784549201916	1.49e+03	121.44789338111877
422000	-740.592887839294	274.5588296389879	1.49e+03	121.73778367042542
423000	-737.4452930720256	266.69452033794624	1.49e+03	122.02739262580872
424000	-712.3667795106644	247.64204205207858	1.49e+03	122.31757879257202
425000	-739.6728634072035	267.39546938623533	1.49e+03	122.60828471183777
426000	-740.6344422745594	264.6352896185683	1.49e+03	122.9017391204834
427000	-761.9122968533954	272.22570098218165	1.49e+03	123.19308662414551
428000	-738.7946639452314	259.6874210258153	1.49e+03	123.48443555831909
429000	-752.231923915162	273.6247901392578	1.49e+03	123.77623438835144
430000	-749.0871547179343	273.74753610373176	1.49e+03	124.06642532348633
431000	-756.5029591886351	292.76273106888823	1.49e+03	124.3573248386383
432000	-783.4466830547489	319.19855471028313	1.49e+03	124.64739203453064
433000	-765.7707407372026	301.9045660366234	1.49e+03	124.93731141090393
434000	-753.7973250279775	291.5390247122716	1.49e+03	125.23055958747864
435000	-715.07927357117	264.4723050164709	1.49e+03	125.5212652683258
436000	-762.5740027806738	306.7717923528315	1.49e+03	125.81188535690308
437000	-716.289271465	262.8936664059745	1.49e+03	126.10297560691833
438000	-748.0929507187574	292.90795725014516	1.49e+03	126.39381241798401
439000	-734.5648130136667	279.6334969602505	1.49e+03	126.68456292152405
440000	-734.3645998619423	288.4013564923824	1.49e+03	126.97689437866211
441000	-738.1535763658555	285.9351561277348	1.49e+03	127.2683174610138
442000	-750.5368585660439	286.9215375257816	1.49e+03	127.56013417243958
443000	-735.7230176563759	258.5524867582904	1.49e+03	127.85204839706421
444000	-755.7007410038765	276.14784267002307	1.49e+03	128.1414830684662
445000	-788.0214552567505	300.85531435117576	1.49e+03	128.42636489868164
446000	-796.999880641949	309.44130211207926	1.49e+03	128.71549248695374
447000	-741.3859900464554	253.72037287369764	1.49e+03	129.00597429275513
448000	-751.3803004138111	275.41059218247733	1.49e+03	129.29521584510803
449000	-761.2503539311812	278.3810306458769	1.49e+03	129.58550310134888
450000	-770.6995218864248	282.6502230983647	1.49e+03	129.87603449821472
451000	-724.4581136101988	253.29838211406363	1.49e+03	130.16757488250732
452000	-707.227636117415	260.4085529877145	1.49e+03	130.45640540122986
453000	-742.790797302696	289.6750504454259	1.49e+03	130.74955916404724
454000	-748.1605642623161	307.4232362911272	1.49e+03	131.04087829589844
455000	-771.0387257896194	312.4218166558965	1.49e+03	131.3333888053894
456000	-763.927102808018	281.9444906509202	1.49e+03	131.6254322528839
457000	-766.3952629833404	297.48872640472814	1.49e+03	131.91855692863464
458000	-734.0772104959539	267.02463321667557	1.49e+03	132.21122932434082
459000	-725.1092131845552	257.2489764061429	1.49e+03	132.50456190109253
460000	-715.6692515448409	258.0636123945367	1.49e+03	132.79759693145752
461000	-745.0640663202132	277.347455487163	1.49e+03	133.09110808372498
462000	-748.0135848634977	293.4706024986589	1.49e+03	133.38480496406555
463000	-755.6300474443739	294.913014814449	1.49e+03	133.68132066726685
464000	-732.4133233642124	264.73333116956843	1.49e+03	133.97732853889465
465000	-738.9543088373306	256.54811389249835	1.49e+03	134.27220916748047
466000	-762.9645447163493	281.12672381111116	1.49e+03	134.56675958633423
467000	-766.4182313292342	278.4478486556487	1.49e+03	134.86350417137146
468000	-744.8664862442489	247.84470192521655	1.49e+03	135.1579885482788
469000	-769.5880565554606	274.46439625847563	1.49e+03	135.4519805908203
470000	-689.8028704788719	225.55791515316085	1.49e+03	135.7454035282135
471000	-755.7690780348119	286.37737892329375	1.49e+03	136.0395815372467
472000	-734.9224020557383	264.43559062898487	1.49e+03	136.3346128463745
473000	-758.364767789474	288.8624050001585	1.49e+03	136.62910842895508
474000	-739.803113103311	269.7516815743993	1.49e+03	136.92453956604004
475000	-744.7281186464066	303.52032806846194	1.49e+03	137.21714973449707
476000	-732.1775435629373	288.0975210176565	1.49e+03	137.50502848625183
477000	-750.9029711929619	319.1941832522698	1.49e+03	137.79406070709229
478000	-720.2883529605764	286.7812606440668	1.49e+03	138.0799114704132
479000	-750.5777120399694	327.97790887930097	1.49e+03	138.36648392677307
480000	-689.1609866167822	288.4859019054284	1.49e+03	138.65118050575256
481000	-730.8961785907678	304.29983367909256	1.49e+03	138.93854689598083
482000	-696.6324283886104	275.72007104373	1.49e+03	139.2274022102356
483000	-742.0019674951578	316.7940303932002	1.49e+03	139.51370429992676
484000	-706.4138583904883	295.52575813457577	1.49e+03	139.8025803565979
485000	-664.3261637941889	266.1236122313317	1.49e+03	140.08931422233582
486000	-712.887217904715	306.1682175420646	1.49e+03	140.37817215919495
487000	-689.5576267462677	305.4835666569564	1.49e+03	140.66897678375244
488000	-679.5517573641616	297.55304017205214	1.49e+03	140.9594030380249
489000	-703.0575552400875	308.59455113913884	1.49e+03	141.25091695785522
490000	-755.3414713090424	366.62281064326885	1.49e+03	141.54108715057373
491000	-690.841555911903	298.91950624532365	1.49e+03	141.83275175094604
492000	-684.4336562649571	279.6938507081496	1.49e+03	142.12400650978088
493000	-672.6740177529188	285.88025164831987	1.49e+03	142.41082668304443
494000	-698.1835243450828	292.87460075743604	1.49e+03	142.699533700943
495000	-707.8839081983414	284.33588734761406	1.49e+03	142.98895502090454
496000	-730.1991778531278	304.72379556468104	1.49e+03	143.27808618545532
497000	-730.4771372568484	296.63952639426816	1.49e+03	143.56463742256165
498000	-733.3274637130492	295.07265731759276	1.49e+03	143.84963154792786
499000	-742.6973591057672	306.2961211218043	1.49e+03	144.13411688804626
500000	-702.8817350304516	282.57702623002336	1.49e+03	144.41878271102905
501000	-741.8179301237682	306.8145869286667	1.49e+03	144.69770169258118
502000	-772.8899386700019	341.5218152482629	1.49e+03	144.97098302841187
503000	-729.1674205980214	325.0154970452135	1.49e+03	145.24012637138367
504000	-726.7759493984646	322.5083610249464	1.49e+03	145.5060420036316
505000	-684.0337540523831	297.5285082201701	1.49e+03	145.77279663085938
506000	-710.127402478325	301.5020977434465	1.49e+03	146.03701949119568
507000	-715.7109188535735	319.71727544255407	1.49e+03	146.3134548664093
508000	-707.7296420226315	323.7607674414026	1.49e+03	146.59539318084717
509000	-688.8088723699615	290.37084613269263	1.49e+03	146.8794891834259
510000	-775.3149540630191	344.0017083707797	1.49e+03	147.16156840324402
511000	-686.860448721592	274.01724116210823	1.49e+03	147.43925166130066
512000	-717.155440056986	294.5488772268475	1.49e+03	147.71694421768188
513000	-742.1019343324548	315.3299403312016	1.49e+03	148.00389957427979
514000	-709.1339073046377	287.16853988348845	1.49e+03	148.29520869255066
515000	-705.4073094092455	272.98239554765865	1.49e+03	148.58690118789673
516000	-735.4476243328506	301.59530468979693	1.49e+03	148.88453555107117
517000	-713.5387615688759	296.1965210038558	1.49e+03	149.17971539497375
518000	-721.8727698416103	305.3542025993008	1.49e+03	149.47181272506714
519000	-712.0337059129938	291.5588099027754	1.49e+03	149.76413583755493
520000	-710.0869066535325	285.3840593507937	1.49e+03	150.0566623210907
521000	-756.2933403998891	332.2238291567056	1.49e+03	150.34888434410095
522000	-698.8205085956329	283.08424401367716	1.49e+03	150.6414716243744
523000	-723.0760146239878	311.0105380913333	1.49e+03	150.93679666519165
524000	-745.9641224231918	331.3416663479492	1.49e+03	151.22934556007385
525000	-769.3517847248595	336.7962768479353	1.49e+03	151.52154445648193
526000	-713.013217811192	297.0775348276502	1.49e+03	151.81421279907227
527000	-731.457585745445	297.78701782874134	1.49e+03	152.10646224021912
528000	-731.4860032804186	302.01755981417966	1.49e+03	152.3982572555542
529000	-701.2349605720574	292.6043767976756	1.49e+03	152.69058632850647
530000	-720.9342880145186	306.3500358307194	1.49e+03	152.98250269889832
531000	-738.1194751837274	299.15689142404597	1.49e+03	153.27433800697327
532000	-786.2200079628567	338.44329811057685	1.49e+03	153.5649538040161
533000	-744.4769620624356	291.83899332598247	1.49e+03	153.85678052902222
534000	-776.8079736588187	301.02240631159106	1.49e+03	154.1471712589264
535000	-750.7276105352992	282.5979554026163	1.49e+03	154.43926239013672
536000	-770.0259763535869	294.81473476547006	1.49e+03	154.7323353290558
537000	-758.9945092594705	287.87967904052374	1.49e+03	155.02611422538757
538000	-730.6992630135469	276.9387604332481	1.49e+03	155.32028532028198
539000	-745.0426941083132	279.7420746812951	1.49e+03	155.61482739448547
540000	-744.5765640701861	309.92783425076476	1.49e+03	155.910706281662
541000	-725.4451055438112	294.22671695189393	1.49e+03	156.205806016922
542000	-731.6568749079215	280.79076570976804	1.49e+03	156.50127959251404
543000	-733.0595310771639	271.5970704434017	1.49e+03	156.79508471488953
544000	-748.8072113181224	280.612757787568	1.49e+03	157.0901334285736
545000	-733.940987170883	266.5292523443001	1.49e+03	157.38521075248718
546000	-739.8458696328324	278.354932675931	1.49e+03	157.6793987751007
547000	-758.5033714353488	290.7387615233095	1.49e+03	157.97407603263855
548000	-766.8008967937172	297.6869712293874	1.49e+03	158.26890468597412
549000	-720.3853622437557	253.52215280120956	1.49e+03	158.56275272369385
550000	-734.6278315222667	257.5554105201026	1.49e+03	158.8559558391571
551000	-754.2632275738449	270.7468526728509	1.49e+03	159.1568078994751
552000	-737.7366883651162	260.79190369134886	1.49e+03	159.44535207748413
553000	-774.7134661756595	293.546355836502	1.49e+03	159.73843121528625
554000	-719.0022382529139	250.45076408281759	1.49e+03	160.03204894065857
555000	-714.6059058074784	239.78785043125814	1.49e+03	160.32478308677673
556000	-720.4431488396489	242.15694062756697	1.49e+03	160.6169354915619
557000	-781.189387546682	301.78567592087325	1.49e+03	160.90549874305725
558000	-756.2789459008001	294.11794636333127	1.49e+03	161.1864628791809
559000	-702.0319075441533	237.11980065522735	1.49e+03	161.47105073928833
560000	-714.406065809905	255.2673995288604	1.49e+03	161.75366854667664
561000	-763.4718967395588	302.4765956410971	1.49e+03	162.03802061080933
562000	-735.8680547539886	292.3181266281762	1.49e+03	162.3223593235016
563000	-715.9148548126815	275.99062033197157	1.49e+03	162.6125328540802
564000	-753.0914011715234	313.3925091214284	1.49e+03	162.90198850631714
565000	-736.6119961752333	310.1478082472713	1.49e+03	163.1945025920868
566000	-715.9437199430458	274.72016541218284	1.49e+03	163.48816585540771
567000	-740.1566824239238	293.5001856406084	1.49e+03	163.78184032440186
568000	-762.5788327541302	289.9072691866394	1.49e+03	164.0762984752655
569000	-748.1352693023448	280.02544562563327	1.49e+03	164.36913347244263
570000	-742.1457872115043	284.13656751191854	1.49e+03	164.66223573684692
571000	-736.6051489014014	273.4094447684436	1.49e+03	164.95470929145813
572000	-741.3634294642053	272.31505341491766	1.49e+03	165.2470211982727
573000	-729.1416968793432	257.1007229302041	1.49e+03	165.5383517742157
574000	-785.8704432962485	296.208850351817	1.49e+03	165.83130407333374
575000	-768.1946902772434	274.78324237795727	1.49e+03	166.12418127059937
576000	-763.1964176263942	272.4562888600635	1.49e+03	166.41711688041687
577000	-767.2478539766454	264.97890429940566	1.49e+03	166.7090983390808
578000	-755.3357623502334	276.8694465928436	1.49e+03	167.00268959999084
579000	-779.2264127832358	318.17724083936514	1.49e+03	167.29588890075684
580000	-711.4730737136055	247.81927290924995	1.49e+03	167.5896246433258
581000	-744.9471832342905	285.9217204250427	1.49e+03	167.8823618888855
582000	-755.4722499910116	293.36898583746915	1.49e+03	168.17637634277344
583000	-771.9127263419962	294.5338227701674	1.49e+03	168.46765732765198
584000	-746.2728557529521	289.0428804658813	1.49e+03	168.76149344444275
585000	-778.834908173742	298.7754317588814	1.49e+03	169.05763363838196
586000	-747.1208443470059	269.27258579248814	1.49e+03	169.35115599632263
587000	-766.2411999849426	274.01477231290255	1.49e+03	169.6444056034088
588000	-788.9763167903291	284.22598367699896	1.49e+03	169.9362452030182
589000	-783.9961591173387	274.9504273355409	1.49e+03	170.22900795936584
590000	-770.4499493896457	264.34222446375037	1.49e+03	170.5212574005127
591000	-757.5807980100697	254.93811584054106	1.49e+03	170.81628274917603
592000	-756.3825878492771	226.8746286021786	1.49e+03	171.107928276062
593000	-755.439343391959	253.02486400635487	1.49e+03	171.40353512763977
594000	-752.6928167396485	255.57819876330862	1.49e+03	171.69704246520996
595000	-765.9248361289041	274.13206991853303	1.49e+03	171.99305772781372
596000	-746.0261278297914	253.93540340913324	1.49e+03	172.28797507286072
597000	-826.1927546839693	311.0989859314248	1.49e+03	172.58358907699585
598000	-776.7365497793849	279.9770062766107	1.49e+03	172.8770146369934
599000	-771.0767919529648	284.9551953362406	1.49e+03	173.170250415802
600000	-755.9878444290307	267.24392535742845	1.49e+03	173.4643199443817
601000	-749.1436989564426	265.2443770408833	1.49e+03	173.7592797279358
602000	-753.0294427338466	256.5135021674685	1.49e+03	174.05333065986633
603000	-771.1554599783462	279.6697650620859	1.49e+03	174.34766054153442
604000	-728.8211987508232	245.54639337047763	1.49e+03	174.6415150165558
605000	-750.2585377546359	274.50284021395845	1.49e+03	174.93830585479736
606000	-780.2296137824317	296.012803068533	1.49e+03	175.23320245742798
607000	-800.8429191487138	307.04663351508435	1.49e+03	175.52724528312683
608000	-809.3587299201047	301.6124959786196	1.49e+03	175.8219699859619
609000	-766.7092034104472	275.14772630755846	1.49e+03	176.11689805984497
610000	-751.9229081771775	264.0095115883587	1.49e+03	176.40909504890442
611000	-732.9784837875901	269.77839809352486	1.49e+03	176.70443511009216
612000	-723.8302666917108	267.15776393662816	1.49e+03	176.99775457382202
613000	-747.1466891457444	286.16847952135646	1.49e+03	177.28923964500427
614000	-756.6696434445143	285.73489154699837	1.49e+03	177.58155465126038
615000	-776.5234981435669	304.49812742585635	1.49e+03	177.87262439727783
616000	-774.1567090821009	295.94650028247054	1.49e+03	178.16259264945984
617000	-758.2288295659578	277.2586911177435	1.49e+03	178.45540642738342
618000	-701.7801419465593	247.90024699015873	1.49e+03	178.74897623062134
619000	-725.9841420206498	285.94473605863783	1.49e+03	179.0425887107849
620000	-703.1924693573482	268.20778243140563	1.49e+03	179.33750224113464
621000	-740.2265936364277	298.38182299866344	1.49e+03	179.63191056251526
622000	-713.5088027275297	262.17505386935346	1.49e+03	179.92500925064087
623000	-748.2093062940663	300.18776302626577	1.49e+03	180.2175498008728
624000	-762.1068602648376	308.19608388161646	1.49e+03	180.5093536376953
625000	-746.3095260531068	290.08327245036395	1.49e+03	180.80172395706177
626000	-692.7058497270018	284.04560355618696	1.49e+03	181.09218955039978
627000	-731.691188756264	304.7708023827152	1.49e+03	181.38010334968567
628000	-728.0491348134431	334.62979090980474	1.49e+03	181.66865062713623
629000	-720.2725961966698	334.476439018473	1.49e+03	181.95657873153687
630000	-715.2400514878682	325.23154948270445	1.49e+03	182.24399209022522
631000	-724.8237778674436	333.41360346561896	1.49e+03	182.53241610527039
632000	-722.3712052035102	342.5667806666814	1.49e+03	182.81953835487366
633000	-714.4388555396339	339.42127372847216	1.49e+03	183.10340404510498
634000	-658.0536693263773	301.3904081722719	1.49e+03	183.38481950759888
635000	-709.7309614982801	333.6757924357758	1.49e+03	183.66883063316345
636000	-683.0620585572209	333.9268082189594	1.49e+03	183.95137739181519
637000	-668.7107072498152	337.65685907055	1.49e+03	184.23515486717224
638000	-697.0518082677861	364.73723596132436	1.49e+03	184.52158761024475
639000	-701.8635411603891	371.7807318977537	1.49e+03	184.80907487869263
640000	-666.944208561248	343.65076077433434	1.49e+03	185.09570693969727
641000	-683.4542584960275	351.6604034637842	1.49e+03	185.38315057754517
642000	-688.9981553987286	354.1708931993215	1.49e+03	185.67042016983032
643000	-671.385388238786	334.38786036171786	1.49e+03	185.95759177207947
644000	-695.9176200667713	346.4729600942733	1.49e+03	186.24340176582336
645000	-643.005799942644	297.4180448348547	1.49e+03	186.52758502960205
646000	-694.15904414992	351.8728225439695	1.49e+03	186.81336498260498
647000	-676.006291738872	326.54724300224314	1.49e+03	187.0976209640503
648000	-669.8761815705624	314.8973219514183	1.49e+03	187.38124537467957
649000	-639.2082025430841	294.031210645034	1.49e+03	187.66298174858093
650000	-669.4016387301965	325.3022324725851	1.49e+03	187.94898676872253
651000	-666.5420487736799	311.5809687028066	1.49e+03	188.23654961585999
652000	-710.4165472591912	343.3229885608021	1.49e+03	188.5249695777893
653000	-731.227945890344	355.78710594401855	1.49e+03	188.81325316429138
654000	-709.0506701995188	322.4493870790389	1.49e+03	189.0984399318695
655000	-723.3204552852741	333.0395433452186	1.49e+03	189.3798816204071
656000	-729.3031161432193	333.7402885696121	1.49e+03	189.6572790145874
657000	-708.5513972920946	310.85290922702166	1.49e+03	189.93947672843933
658000	-681.7847241098722	296.9233057026212	1.49e+03	190.22495985031128
659000	-714.7255228578134	320.5250970695481	1.49e+03	190.507239818573
660000	-683.3803093630083	301.3744362965584	1.49e+03	190.7921061515808
661000	-692.2514969729116	299.48395009707923	1.49e+03	191.07950067520142
662000	-718.1688926238314	320.25562680570124	1.49e+03	191.36493277549744
663000	-671.0665637412176	286.6568475622542	1.49e+03	191.6494243144989
664000	-715.6899136382867	310.283704675528	1.49e+03	191.93740320205688
665000	-702.829477905585	304.78747892148135	1.49e+03	192.223694562912
666000	-711.9514818289988	310.7390519800825	1.49e+03	192.50823855400085
667000	-740.9556515520134	326.3516481987984	1.49e+03	192.78985738754272
668000	-732.7399027803779	294.43992382386085	1.49e+03	193.07355332374573
669000	-738.9299119414295	297.9805876224843	1.49e+03	193.35849475860596
670000	-745.4469285524924	306.43209940527765	1.49e+03	193.64198112487793
671000	-708.64702972204	276.79136720590344	1.49e+03	193.92918491363525
672000	-745.943832505716	307.131301530056	1.49e+03	194.21868658065796
673000	-735.5129155250736	296.9257222723226	1.49e+03	194.5084671974182
674000	-724.9466016264735	288.4724883250417	1.49e+03	194.80073642730713
675000	-723.7708904198397	281.8543258843609	1.49e+03	195.09212851524353
676000	-709.0517492725219	273.21605066795695	1.49e+03	195.3818519115448
677000	-748.5305292088523	298.79457251739706	1.49e+03	195.6722161769867
678000	-731.8783333961829	276.7465557399636	1.49e+03	195.9625904560089
679000	-720.807445847166	275.2882886709017	1.49e+03	196.25081419944763
680000	-725.6011798244801	303.1111403810999	1.49e+03	196.54057335853577
681000	-742.1888305182002	324.80857456261026	1.49e+03	196.83065819740295
682000	-716.6863754836048	296.16040502066556	1.49e+03	197.12290477752686
683000	-708.3049192990436	289.41630247728597	1.49e+03	197.41459608078003
684000	-732.3132937725695	280.7956827703547	1.49e+03	197.70593547821045
685000	-736.9575109616053	309.18274644040986	1.49e+03	197.9975516796112
686000	-700.9169869372386	292.5129395646838	1.49e+03	198.28850436210632
687000	-747.1961085335071	314.7935742960124	1.49e+03	198.57961297035217
688000	-760.891411311138	321.12162460877903	1.49e+03	198.8726840019226
689000	-748.7759993201264	305.4105354347798	1.49e+03	199.1671061515808
690000	-736.82967560224	302.1329574786573	1.49e+03	199.45986676216125
691000	-727.1837412458128	294.0297373291195	1.49e+03	199.7522828578949
692000	-748.525427543995	313.74971970215205	1.49e+03	200.0443217754364
693000	-759.4689534589013	299.3395971021918	1.49e+03	200.3358509540558
694000	-737.4805150750916	288.71760850765315	1.49e+03	200.62808084487915
695000	-740.4421235325801	293.45824486197483	1.49e+03	200.91964554786682
696000	-744.9063148075043	293.7963178336087	1.49e+03	201.21183323860168
697000	-741.8487622531779	288.2610852269535	1.49e+03	201.50443029403687
698000	-739.8057133321852	283.79209280176434	1.49e+03	201.79625177383423
699000	-769.6788044526536	303.0452763737381	1.49e+03	202.08814024925232
700000	-723.2971602967526	282.7842559276702	1.49e+03	202.38024139404297
701000	-734.2654257397342	290.9750282859593	1.49e+03	202.6771821975708
702000	-718.1041062547847	273.4809282869904	1.49e+03	202.97209930419922
703000	-718.2216278358381	285.85173021022865	1.49e+03	203.2642161846161
704000	-691.461142306985	269.2709099975976	1.49e+03	203.55778193473816
705000	-727.6047046256479	296.50922964926605	1.49e+03	203.84993600845337
706000	-740.756139000506	304.7985156123966	1.49e+03	204.14256358146667
707000	-730.7610687497453	266.4564250357331	1.49e+03	204.43444061279297
708000	-787.3034616974123	307.07349368525024	1.49e+03	204.72737455368042
709000	-724.38423125964	270.5141843230645	1.49e+03	205.022070646286
710000	-740.7506918859456	293.08193464181824	1.49e+03	205.31561875343323
711000	-717.4127633437715	280.8025828141824	1.49e+03	205.60991716384888
712000	-690.0451175052061	279.6870932190483	1.49e+03	205.90338349342346
713000	-741.8184242004727	336.8316764074444	1.49e+03	206.19587874412537
714000	-722.1832987079968	321.3004847452468	1.49e+03	206.48789596557617
715000	-734.7279016249962	345.7204126292269	1.49e+03	206.78034043312073
716000	-687.4101264252301	316.11214949352944	1.49e+03	207.0713927745819
717000	-725.7418646908019	335.74124916432424	1.49e+03	207.35857009887695
718000	-701.3432823746953	316.8481882098038	1.49e+03	207.64792227745056
719000	-665.5794446479238	297.1522383194963	1.49e+03	207.93895173072815
720000	-727.0847752639678	330.0690480905075	1.49e+03	208.23167276382446
721000	-691.8823698777431	316.2455923829088	1.49e+03	208.52444696426392
722000	-684.0214945761979	296.8509674496154	1.49e+03	208.8167643547058
723000	-708.1853464685108	314.1538796335777	1.49e+03	209.12023544311523
724000	-672.4248605280287	271.0854708337399	1.49e+03	209.41487789154053
725000	-705.8965373444685	283.7737326518104	1.49e+03	209.709401845932
726000	-703.8221527242935	286.45863676340423	1.49e+03	210.0050230026245
727000	-724.0373188792607	303.3660179201576	1.49e+03	210.3002097606659
728000	-709.2568090044801	276.24193106694634	1.49e+03	210.5949125289917
729000	-733.0350475497667	305.08405315594615	1.49e+03	210.88911390304565
730000	-710.5463965827463	279.6532340960893	1.49e+03	211.1790578365326
731000	-743.6594276894423	293.8046152771628	1.49e+03	211.46786189079285
732000	-751.3902344532777	288.48337314699125	1.49e+03	211.75709199905396
733000	-721.5103916572682	282.6670449476018	1.49e+03	212.04687571525574
734000	-749.0999805950559	306.3562709338499	1.49e+03	212.33744359016418
735000	-719.2307309110168	285.09686858579937	1.49e+03	212.62975358963013
736000	-745.2666150524071	297.7643427155633	1.49e+03	212.92390847206116
737000	-741.2873647391161	317.73946101859303	1.49e+03	213.21782207489014
738000	-670.7303195918544	263.602363129402	1.49e+03	213.509747505188
739000	-720.3257206060103	295.4434733898482	1.49e+03	213.80515670776367
740000	-743.5643963249709	311.1828989419972	1.49e+03	214.1001250743866
741000	-736.0976022129614	299.9037575144016	1.49e+03	214.39664602279663
742000	-731.3833846337558	304.45092201604393	1.49e+03	214.6936812400818
743000	-692.6989773186658	259.6416974571271	1.49e+03	214.99125385284424
744000	-736.7612147308996	302.129161160046	1.49e+03	215.28682827949524
745000	-740.6101560679288	301.9021244767903	1.49e+03	215.5811152458191
746000	-700.597764761232	258.3176155545158	1.49e+03	215.87460565567017
747000	-775.6897900404072	314.73689482262574	1.49e+03	216.16810822486877
748000	-759.5439403040073	303.5579717341797	1.49e+03	216.4597454071045
749000	-724.4144109241175	277.4160426225074	1.49e+03	216.74974536895752
750000	-740.3038141942826	284.2332172732815	1.49e+03	217.03943920135498
751000	-758.4676489536273	283.31978025653393	1.49e+03	217.3322594165802
752000	-753.2485473759898	275.4984235583608	1.49e+03	217.6259696483612
753000	-755.3393726383448	277.889564804548	1.49e+03	217.9198100566864
754000	-778.2942389044953	304.6276919363429	1.49e+03	218.21433663368225
755000	-741.3668850922817	266.7475745078361	1.49e+03	218.51101326942444
756000	-754.1401562181704	286.61637156730853	1.49e+03	218.80976223945618
757000	-759.2373128965381	277.4435672832969	1.49e+03	219.10568642616272
758000	-726.7943940691937	264.89934318234026	1.49e+03	219.40185570716858
759000	-764.6487338100421	300.5692375973401	1.49e+03	219.698646068573
760000	-744.7798146801891	286.4531998826744	1.49e+03	219.99350786209106
761000	-765.3441100383609	317.0900223437698	1.49e+03	220.29053211212158
762000	-748.7568411963719	312.03819818209547	1.49e+03	220.58569025993347
763000	-718.4791618903395	300.13562291734013	1.49e+03	220.88073754310608
764000	-737.1638704130245	319.94473714948776	1.49e+03	221.17430710792542
765000	-706.6188634583236	296.8185398956176	1.49e+03	221.46781277656555
766000	-718.7753046552416	319.1354413924312	1.49e+03	221.76241374015808
767000	-723.2785312177317	326.36115973887377	1.49e+03	222.0574426651001
768000	-712.8433195710929	335.8493452107802	1.49e+03	222.35154104232788
769000	-697.1816595504044	307.9430727163237	1.49e+03	222.648202419281
770000	-711.5461911260861	318.81779233465727	1.49e+03	222.94575381278992
771000	-727.3936121177164	314.2705321234512	1.49e+03	223.23967385292053
772000	-718.6662338549893	299.3046756106966	1.49e+03	223.5337586402893
773000	-725.3885946566853	293.7084342286858	1.49e+03	223.82813835144043
774000	-709.2427224549469	308.80179511318784	1.49e+03	224.12133526802063
775000	-679.4092898914438	273.7369467079106	1.49e+03	224.41441679000854
776000	-704.088481191905	309.52317407429774	1.49e+03	224.706880569458
777000	-688.7277059757077	299.2820826396682	1.49e+03	225.00138211250305
778000	-671.4056645693415	284.7212950582889	1.49e+03	225.29380702972412
779000	-710.4320518638225	340.15916999052575	1.49e+03	225.58624076843262
780000	-672.6499504794716	299.7442811674495	1.49e+03	225.87907910346985
781000	-690.6788267911029	311.4862198780527	1.49e+03	226.17196226119995
782000	-686.3792797889446	314.46726896092275	1.49e+03	226.46323466300964
783000	-713.0633333824907	335.1454549356558	1.49e+03	226.75633835792542
784000	-755.6088426936268	361.19671333707447	1.49e+03	227.0515570640564
785000	-655.9013028012571	283.2764675248589	1.49e+03	227.3439166545868
786000	-756.3513968851959	349.0091113320592	1.49e+03	227.63624930381775
787000	-730.0792514393697	316.6722330190018	1.49e+03	227.9266505241394
788000	-708.7384207742409	305.66424358494976	1.49e+03	228.21788620948792
789000	-686.0724354430623	281.1790666089719	1.49e+03	228.5072021484375
